example_id                                              | status | run_time        |
./spec/requests/testimonials/widget_tag_spec.rb[1:5:2]  | passed | 0.00149 seconds |
./spec/requests/testimonials/widget_tag_spec.rb[1:6:1]  | passed | 0.0017 seconds  |
./spec/requests/testimonials/widget_tag_spec.rb[1:6:2]  | passed | 0.00079 seconds |
./spec/requests/testimonials/widget_tag_spec.rb[1:7:1]  | passed | 0.00112 seconds |
./spec/requests/testimonials/widget_tag_spec.rb[1:7:2]  | passed | 0.00108 seconds |
./spec/requests/testimonials/widget_tag_spec.rb[1:8:1]  | passed | 0.00152 seconds |
./spec/requests/testimonials/widget_tag_spec.rb[1:8:2]  | passed | 0.00053 seconds |
./spec/testimonials/locales_spec.rb[1:1]                | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:2:1]              | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:2:2]              | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:2:3]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:3:1]              | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:3:2]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:3:3]              | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:4:1]              | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:4:2]              | passed | 0.00017 seconds |
./spec/testimonials/locales_spec.rb[1:4:3]              | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:5:1]              | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:5:2]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:5:3]              | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:6:1]              | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:6:2]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:6:3]              | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:7:1]              | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:7:2]              | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:7:3]              | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:8:1]              | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:8:2]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:8:3]              | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:9:1]              | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:9:2]              | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:9:3]              | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:10:1]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:10:2]             | passed | 0.00023 seconds |
./spec/testimonials/locales_spec.rb[1:10:3]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:11:1]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:11:2]             | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:11:3]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:12:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:12:2]             | passed | 0.00017 seconds |
./spec/testimonials/locales_spec.rb[1:12:3]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:13:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:13:2]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:13:3]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:14:1]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:14:2]             | passed | 0.00017 seconds |
./spec/testimonials/locales_spec.rb[1:14:3]             | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:15:1]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:15:2]             | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:15:3]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:16:1]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:16:2]             | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:16:3]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:17:1]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:17:2]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:17:3]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:18:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:18:2]             | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:18:3]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:19:1]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:19:2]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:19:3]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:20:1]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:20:2]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:20:3]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:21:1]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:21:2]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:21:3]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:22:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:22:2]             | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:22:3]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:23:1]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:23:2]             | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:23:3]             | passed | 0.00014 seconds |
./spec/testimonials/locales_spec.rb[1:24:1]             | passed | 0.00034 seconds |
./spec/testimonials/locales_spec.rb[1:24:2]             | passed | 0.00018 seconds |
./spec/testimonials/locales_spec.rb[1:24:3]             | passed | 0.00019 seconds |
./spec/testimonials/locales_spec.rb[1:25:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:25:2]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:25:3]             | passed | 0.00012 seconds |
./spec/testimonials/locales_spec.rb[1:26:1]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:26:2]             | passed | 0.00016 seconds |
./spec/testimonials/locales_spec.rb[1:26:3]             | passed | 0.00013 seconds |
./spec/testimonials/locales_spec.rb[1:27:1]             | passed | 0.00015 seconds |
./spec/testimonials/locales_spec.rb[1:27:2]             | passed | 0.0002 seconds  |
./spec/testimonials/locales_spec.rb[1:27:3]             | passed | 0.00018 seconds |
./spec/testimonials/widget_spec.rb[1:1]                 | passed | 0.00026 seconds |
./spec/testimonials/widget_spec.rb[1:2]                 | passed | 0.00033 seconds |
./spec/testimonials/widget_spec.rb[1:3]                 | passed | 0.00031 seconds |
./spec/testimonials/widget_spec.rb[1:4]                 | passed | 0.00036 seconds |
./spec/testimonials/widget_spec.rb[1:5]                 | passed | 0.00027 seconds |
./spec/testimonials/widget_spec.rb[1:6]                 | passed | 0.0003 seconds  |
./spec/testimonials/widget_spec.rb[1:7]                 | passed | 0.00028 seconds |
./spec/testimonials_spec.rb[1:1:1]                      | passed | 0.00021 seconds |
./spec/testimonials_spec.rb[1:1:2]                      | passed | 0.00017 seconds |
./spec/testimonials_spec.rb[1:1:3]                      | passed | 0.00016 seconds |
./spec/testimonials_spec.rb[1:1:4]                      | passed | 0.00014 seconds |
./spec/testimonials_spec.rb[1:1:5]                      | passed | 0.00016 seconds |
./spec/testimonials_spec.rb[1:2:1]                      | passed | 0.00015 seconds |
./spec/testimonials_spec.rb[1:2:2]                      | passed | 0.00018 seconds |
./spec/testimonials_spec.rb[1:3:1]                      | passed | 0.00015 seconds |
./spec/testimonials_spec.rb[1:3:2]                      | passed | 0.00014 seconds |
./spec/testimonials_spec.rb[1:4]                        | passed | 0.00021 seconds |
